funding_timestamp,funding_rate,symbol,source
2024-06-27T08:00:00Z,1.99240559762e-05,BTCUSDT,okx
2024-06-27T16:00:00Z,0.0001362937034745,BTCUSDT,okx
2024-06-28T00:00:00Z,7.3531552951e-05,BTCUSDT,okx
2024-06-28T08:00:00Z,1.92425457222e-05,BTCUSDT,okx
2024-06-28T16:00:00Z,8.1537566089e-06,BTCUSDT,okx
2024-06-29T00:00:00Z,-5.5608958131e-06,BTCUSDT,okx
2024-06-29T08:00:00Z,5.70235272739e-05,BTCUSDT,okx
2024-06-29T16:00:00Z,0.000162596299187,BTCUSDT,okx
2024-06-30T00:00:00Z,-5.5885079523e-05,BTCUSDT,okx
2024-06-30T08:00:00Z,-5.53919744384e-05,BTCUSDT,okx
2024-06-30T16:00:00Z,-2.48375710746e-05,BTCUSDT,okx
2024-07-01T00:00:00Z,8.88006651168e-05,BTCUSDT,okx
2024-07-01T08:00:00Z,-2.71809797522e-05,BTCUSDT,okx
2024-07-01T16:00:00Z,-7.658693642e-06,BTCUSDT,okx
2024-07-02T00:00:00Z,-2.92569463359e-05,BTCUSDT,okx
2024-07-02T08:00:00Z,9.36197925422e-05,BTCUSDT,okx
2024-07-02T16:00:00Z,-3.38708192993e-05,BTCUSDT,okx
2024-07-03T00:00:00Z,5.11268587235e-05,BTCUSDT,okx
2024-07-03T08:00:00Z,6.47401922442e-05,BTCUSDT,okx
2024-07-03T16:00:00Z,0.0001641541211822,BTCUSDT,okx
2024-07-04T00:00:00Z,4.66804161082e-05,BTCUSDT,okx
2024-07-04T08:00:00Z,0.0001215704374072,BTCUSDT,okx
2024-07-04T16:00:00Z,-2.09286578484e-05,BTCUSDT,okx
2024-07-05T00:00:00Z,1.37604137959e-05,BTCUSDT,okx
2024-07-05T08:00:00Z,1.3619890295e-05,BTCUSDT,okx
2024-07-05T16:00:00Z,-2.94201082577e-05,BTCUSDT,okx
2024-07-06T00:00:00Z,2.04377202546e-05,BTCUSDT,okx
2024-07-06T08:00:00Z,-3.82750533488e-05,BTCUSDT,okx
2024-07-06T16:00:00Z,7.04496936373e-05,BTCUSDT,okx
2024-07-07T00:00:00Z,1.56629624247e-05,BTCUSDT,okx
2024-07-07T08:00:00Z,-6.5555731303e-06,BTCUSDT,okx
2024-07-07T16:00:00Z,2.42558300598e-05,BTCUSDT,okx
2024-07-08T00:00:00Z,5.83200637856e-05,BTCUSDT,okx
2024-07-08T08:00:00Z,8.11973350801e-05,BTCUSDT,okx
2024-07-08T16:00:00Z,5.23317167672e-05,BTCUSDT,okx
2024-07-09T00:00:00Z,-2.13997356728e-05,BTCUSDT,okx
2024-07-09T08:00:00Z,1.75795566204e-05,BTCUSDT,okx
2024-07-09T16:00:00Z,-2.3980046407e-06,BTCUSDT,okx
2024-07-10T00:00:00Z,4.2590469901e-06,BTCUSDT,okx
2024-07-10T08:00:00Z,3.15895816502e-05,BTCUSDT,okx
2024-07-10T16:00:00Z,-1.13703943683e-05,BTCUSDT,okx
2024-07-11T00:00:00Z,-2.16764385649e-05,BTCUSDT,okx
2024-07-11T08:00:00Z,6.27603804442e-05,BTCUSDT,okx
2024-07-11T16:00:00Z,4.83143167367e-05,BTCUSDT,okx
2024-07-12T00:00:00Z,-5.61424981765e-05,BTCUSDT,okx
2024-07-12T08:00:00Z,-5.0714500768e-06,BTCUSDT,okx
2024-07-12T16:00:00Z,9.4063328112e-06,BTCUSDT,okx
2024-07-13T00:00:00Z,4.30000983429e-05,BTCUSDT,okx
2024-07-13T08:00:00Z,-3.87501210343e-05,BTCUSDT,okx
2024-07-13T16:00:00Z,4.60211960695e-05,BTCUSDT,okx
2024-07-14T00:00:00Z,4.6529688071e-06,BTCUSDT,okx
2024-07-14T08:00:00Z,-2.46325800393e-05,BTCUSDT,okx
2024-07-14T16:00:00Z,6.38087736323e-05,BTCUSDT,okx
2024-07-15T00:00:00Z,-1.34857988659e-05,BTCUSDT,okx
2024-07-15T08:00:00Z,1.3635640542e-05,BTCUSDT,okx
2024-07-15T16:00:00Z,7.5788239383e-06,BTCUSDT,okx
2024-07-16T00:00:00Z,5.18114658866e-05,BTCUSDT,okx
2024-07-16T08:00:00Z,6.63357358499e-05,BTCUSDT,okx
2024-07-16T16:00:00Z,0.0001063046996129,BTCUSDT,okx
2024-07-17T00:00:00Z,0.000226076817215,BTCUSDT,okx
2024-07-17T08:00:00Z,7.74393448741e-05,BTCUSDT,okx
2024-07-17T16:00:00Z,0.0001732451881175,BTCUSDT,okx
2024-07-18T00:00:00Z,0.0001866656937657,BTCUSDT,okx
2024-07-18T08:00:00Z,0.0001284914971511,BTCUSDT,okx
2024-07-18T16:00:00Z,3.57350442747e-05,BTCUSDT,okx
2024-07-19T00:00:00Z,-1.9365729767e-06,BTCUSDT,okx
2024-07-19T08:00:00Z,1.62204126283e-05,BTCUSDT,okx
2024-07-19T16:00:00Z,5.03804356318e-05,BTCUSDT,okx
2024-07-20T00:00:00Z,2.25384957002e-05,BTCUSDT,okx
2024-07-20T08:00:00Z,9.36581550163e-05,BTCUSDT,okx
2024-07-20T16:00:00Z,0.0001721829451824,BTCUSDT,okx
2024-07-21T00:00:00Z,0.0001651976368226,BTCUSDT,okx
2024-07-21T08:00:00Z,0.0001368036436399,BTCUSDT,okx
2024-07-21T16:00:00Z,4.22134260895e-05,BTCUSDT,okx
2024-07-22T00:00:00Z,8.04406848367e-05,BTCUSDT,okx
2024-07-22T08:00:00Z,9.52743860717e-05,BTCUSDT,okx
2024-07-22T16:00:00Z,0.00010565684889,BTCUSDT,okx
2024-07-23T00:00:00Z,9.98088115048e-05,BTCUSDT,okx
2024-07-23T08:00:00Z,4.69224985074e-05,BTCUSDT,okx
2024-07-23T16:00:00Z,7.81328942899e-05,BTCUSDT,okx
2024-07-24T00:00:00Z,7.07232333531e-05,BTCUSDT,okx
2024-07-24T08:00:00Z,3.09094816781e-05,BTCUSDT,okx
2024-07-24T16:00:00Z,-2.20406232948e-05,BTCUSDT,okx
2024-07-25T00:00:00Z,4.7203279584e-06,BTCUSDT,okx
2024-07-25T08:00:00Z,-7.67071671599e-05,BTCUSDT,okx
2024-07-25T16:00:00Z,6.87327443505e-05,BTCUSDT,okx
2024-07-26T00:00:00Z,-1.82805423455e-05,BTCUSDT,okx
2024-07-26T08:00:00Z,-3.30155080086e-05,BTCUSDT,okx
2024-07-26T16:00:00Z,-5.56167626819e-05,BTCUSDT,okx
2024-07-27T00:00:00Z,6.72344032972e-05,BTCUSDT,okx
2024-07-27T08:00:00Z,6.73847940765e-05,BTCUSDT,okx
2024-07-27T16:00:00Z,5.63128880602e-05,BTCUSDT,okx
2024-07-28T00:00:00Z,6.47262248244e-05,BTCUSDT,okx
2024-07-28T08:00:00Z,0.0001876729800212,BTCUSDT,okx
2024-07-28T16:00:00Z,0.0001485863256826,BTCUSDT,okx
2024-07-29T00:00:00Z,0.0001113567393875,BTCUSDT,okx
2024-07-29T08:00:00Z,1.88748301979e-05,BTCUSDT,okx
2024-07-29T16:00:00Z,0.0001188059094515,BTCUSDT,okx
2024-07-30T00:00:00Z,0.0001879675801523,BTCUSDT,okx
2024-07-30T08:00:00Z,0.0001315862394515,BTCUSDT,okx
2024-07-30T16:00:00Z,1.63445257772e-05,BTCUSDT,okx
2024-07-31T00:00:00Z,0.0001293122884941,BTCUSDT,okx
2024-07-31T08:00:00Z,4.0292701452e-05,BTCUSDT,okx
2024-07-31T16:00:00Z,7.17174186865e-05,BTCUSDT,okx
2024-09-01T00:00:00Z,1.02064453841e-05,BTCUSDT,okx
2024-09-01T08:00:00Z,2.96513221025e-05,BTCUSDT,okx
2024-09-01T16:00:00Z,5.60750040364e-05,BTCUSDT,okx
2024-09-02T00:00:00Z,1.86798261449e-05,BTCUSDT,okx
2024-09-02T08:00:00Z,2.57340995883e-05,BTCUSDT,okx
2024-09-02T16:00:00Z,2.02394917233e-05,BTCUSDT,okx
2024-09-03T00:00:00Z,-3.67285609496e-05,BTCUSDT,okx
