timestamp,open,high,low,close,volume
2025-10-15T06:30:00,203.27,203.78,202.69,203.78,90243.15
2025-10-15T06:35:00,203.79,204.43,203.6,204.41,58559.87
2025-10-15T06:40:00,204.4,204.77,204.29,204.42,68988.13
2025-10-15T06:45:00,204.42,204.75,204.01,204.12,38601.72
2025-10-15T06:50:00,204.11,204.2,203.87,204.0,46981.06
2025-10-15T06:55:00,204.0,204.39,203.98,204.36,28057.07
2025-10-15T07:00:00,204.35,205.3,204.1,205.02,102445.4
2025-10-15T07:05:00,205.02,205.17,203.65,203.66,77730.68
2025-10-15T07:10:00,203.65,204.21,203.16,203.75,124642.07
2025-10-15T07:15:00,203.74,204.02,202.95,203.14,100607.26
2025-10-15T07:20:00,203.14,203.18,202.07,202.2,129452.64
2025-10-15T07:25:00,202.2,202.73,202.0,202.53,98952.03
2025-10-15T07:30:00,202.52,202.73,201.82,202.45,180580.79
2025-10-15T07:35:00,202.44,203.2,202.05,203.2,92304.37
2025-10-15T07:40:00,203.19,205.3,203.19,203.87,243021.81
2025-10-15T07:45:00,203.88,204.51,203.73,204.15,69738.33
2025-10-15T07:50:00,204.14,204.59,203.93,204.01,55880.28
2025-10-15T07:55:00,204.01,204.56,203.96,204.56,46406.99
2025-10-15T08:00:00,204.55,204.8,204.01,204.22,73263.03
2025-10-15T08:05:00,204.22,204.27,204.22,204.27,26.08
2025-10-15T08:10:00,204.14,204.19,204.13,204.13,723.78
